_id,name,city,state,zipCode,phone,rating,noOfPatients,serviceType,specialty,inNetwork,distance
D47593-488,Dr. Kati Tampling,Memphis,Tennessee,38150,+1 901 932 7605,1.5,5,dental,Prosthodontist,FALSE,1.5
D36987-1373,Dr. Charlotte Biskupiak,Springfield,Illinois,62794,+1 217 529 4096,4.6,21,dental,Dentist,TRUE,2.8
D0409-5921,Dr. Erda Pozer,Kansas City,Missouri,64160,+1 816 265 4717,1.3,49,dental,Endodontist,FALSE,3
D24477-516,Dr. Wenonah Harradence,Dallas,Texas,75353,+1 214 201 2170,2.6,49,dental,Maxillofacial Surgeon,TRUE,1.8
D49349-820,Dr. Min Tregunna,New Bedford,Massachusetts,2745,+1 508 301 3636,1.5,22,dental,Oral Surgeon,TRUE,1
D63941-550,Dr. Benjamin Docherty,Dallas,Texas,75216,+1 469 832 2320,2.7,45,dental,Orthodontist,FALSE,2.3
D65841-711,Dr. Dinny Tale,Pompano Beach,Florida,33064,+1 954 408 4047,1.7,33,dental,Pediatric Dentist,TRUE,1.1
D28691-4000,Dr. Misti Linfoot,Sandy,Utah,84093,+1 801 645 4196,3.2,6,dental,Periodontist,FALSE,1.9
D76237-285,Dr. Rudolph O'Kerin,Santa Monica,California,90410,+1 310 241 5912,4.2,50,dental,Prosthodontist,TRUE,3.8
D42291-198,Dr. Killian Cocher,Miami,Florida,33175,+1 305 493 9056,3,41,dental,Dentist,TRUE,1.6
D50804-244,Dr. Lanie Hrus,Sacramento,California,95852,+1 916 944 7473,3,27,dental,Endodontist,FALSE,3.6
D65044-1874,Dr. Lane Brunel,Evansville,Indiana,47712,+1 812 789 6130,4.6,15,dental,Maxillofacial Surgeon,TRUE,2.8
D36987-2046,Dr. Mychal Kingaby,New Bedford,Massachusetts,2745,+1 508 291 4728,2.6,12,dental,Oral Surgeon,FALSE,3
D51079-444,Dr. Carlyn Dukelow,Tulsa,Oklahoma,74193,+1 918 572 2222,3,34,dental,Endodontist,TRUE,3
D64536-7090,Dr. Aloin Bissett,Naples,Florida,33963,+1 239 574 8047,3,23,dental,Endodontist,TRUE,1.1
D37808-092,Dr. Myrtia Hallows,San Francisco,California,94121,+1 858 992 3831,4,41,dental,Maxillofacial Surgeon,FALSE,2.4
D51467-127,Dr. Janessa Proger,Savannah,Georgia,31405,+1 912 477 6521,5,10,dental,Oral Surgeon,FALSE,2.4
D68745-2007,Dr. Nesta Farn,Tulsa,Oklahoma,74103,+1 918 374 9608,2.6,37,dental,Orthodontist,TRUE,1.4
D51346-238,Dr. Harland De Laci,Honolulu,Hawaii,96815,+1 808 492 5761,4.8,29,dental,Pediatric Dentist,TRUE,2.5
D55154-7717,Dr. Pepito Stallebrass,Columbia,South Carolina,29215,+1 803 538 2323,4.3,25,dental,Periodontist,TRUE,2.8
D42421-716,Dr. Stefanie Hayton,Fort Lauderdale,Florida,33330,+1 954 929 8753,2.9,1,dental,Prosthodontist,FALSE,1.4
D0904-6207,Dr. Abigael Favey,Wilkes Barre,Pennsylvania,18706,+1 570 326 4910,3.3,25,dental,Dentist,FALSE,1.4
D53208-429,Dr. Alexine Elston,Trenton,New Jersey,8608,+1 609 972 9739,1.5,39,dental,Endodontist,TRUE,1.2
D0904-5828,Dr. Phyllis Swiffen,Wilkes Barre,Pennsylvania,18706,+1 570 469 8741,4.7,35,dental,Maxillofacial Surgeon,TRUE,2
D54473-184,Dr. Rinaldo Sneesby,Charlotte,North Carolina,28256,+1 704 850 9481,4.6,19,dental,Oral Surgeon,TRUE,1.3
D41250-799,Dr. Francine Allan,Charlotte,North Carolina,28215,+1 704 526 4720,1.7,45,dental,Orthodontist,TRUE,2.2
D49349-807,Dr. Kettie Spolton,Charlotte,North Carolina,28230,+1 704 782 6993,3.7,48,dental,Pediatric Dentist,TRUE,1.5
D0487-9601,Dr. Emelen Ketts,Austin,Texas,78721,+1 512 329 3562,2,11,dental,Periodontist,FALSE,3.3
D68788-9691,Dr. Maggy Denial,Pasadena,California,91131,+1 626 453 8537,1.8,13,dental,Prosthodontist,TRUE,2.4
D41250-995,Dr. Marcelo Faucett,New York City,New York,10184,+1 212 654 8408,3.9,8,dental,Dentist,TRUE,2.9
D11822-6201,Dr. Aubine Henstridge,El Paso,Texas,79905,+1 915 326 1661,2.4,37,dental,Endodontist,FALSE,3.2
D0456-3202,Dr. Heindrick Dongall,Anaheim,California,92812,+1 714 759 2040,1.5,38,dental,Maxillofacial Surgeon,TRUE,1
D56136-001,Dr. Leontyne Lillow,Scranton,Pennsylvania,18514,+1 570 779 8394,2.5,35,dental,Oral Surgeon,FALSE,3.7
D62032-108,Dr. Arthur Summerrell,Harrisburg,Pennsylvania,17126,+1 717 387 1452,3.6,24,dental,Endodontist,FALSE,1.4
D53808-0677,Dr. Costanza Rhead,Indianapolis,Indiana,46202,+1 765 679 6142,3.5,43,dental,Maxillofacial Surgeon,TRUE,3.1
D0054-0404,Dr. Emmalee Ellsworthe,Raleigh,North Carolina,27610,+1 919 393 5956,4.6,35,dental,Oral Surgeon,FALSE,2.7
D60614-1001,Dr. Bunni Stiger,Richmond,Virginia,23242,+1 804 605 4158,3.8,46,dental,Orthodontist,FALSE,2
D76335-005,Dr. Tallie Epilet,Anchorage,Alaska,99512,+1 907 686 8273,3.7,43,dental,Pediatric Dentist,TRUE,2.5
D55154-5095,Dr. Faunie Ewell,Escondido,California,92030,+1 760 338 1337,3.4,23,dental,Periodontist,TRUE,1
D52304-712,Dr. Dyann Outhwaite,Charlotte,North Carolina,28220,+1 704 945 1291,4.2,33,dental,Prosthodontist,FALSE,1.6
D0046-1102,Dr. Em Alcoran,Redwood City,California,94064,+1 650 302 0138,1.4,18,dental,Dentist,FALSE,2.8
D61543-7753,Dr. Kaila Windibank,Odessa,Texas,79769,+1 432 720 7602,4.1,40,dental,Endodontist,TRUE,2.1
D49288-0937,Dr. Merrili Ginni,Newport Beach,California,92662,+1 949 139 9252,3.6,42,dental,Maxillofacial Surgeon,TRUE,3.8
D11822-0310,Dr. Andromache Glasscott,Galveston,Texas,77554,+1 281 920 3685,3.5,44,dental,Oral Surgeon,TRUE,1.8
D61958-1001,Dr. Valli Slewcock,Fresno,California,93740,+1 559 528 1244,4.8,17,dental,Orthodontist,TRUE,1.3
D0378-4745,Dr. Kiley Daspar,Jamaica,New York,11480,+1 718 597 3646,1.4,48,dental,Pediatric Dentist,FALSE,2.6
D65923-139,Dr. Elspeth Topley,Ogden,Utah,84409,+1 801 967 1124,1.8,37,dental,Periodontist,TRUE,2.1
D62007-025,Dr. Lucinda Andryushchenko,Pittsburgh,Pennsylvania,15235,+1 412 753 6035,2.3,9,dental,Prosthodontist,FALSE,2.9
D0009-5135,Dr. Nikolas Tailby,Amarillo,Texas,79118,+1 806 469 1564,3.3,10,dental,Dentist,TRUE,2.8
D52625-101,Dr. Teodoro Rantoull,Minneapolis,Minnesota,55402,+1 763 584 5457,1.1,11,dental,Endodontist,TRUE,3.2
D21695-865,Dr. Pat Yeulet,Orlando,Florida,32808,+1 407 734 5843,5,14,dental,Maxillofacial Surgeon,FALSE,2.5
D12496-1208,Dr. Kelsey Skrines,Battle Creek,Michigan,49018,+1 269 536 3031,3.4,8,dental,Oral Surgeon,TRUE,3
D59676-566,Dr. Fawne Treadgold,Ridgely,Maryland,21684,+1 410 412 0734,1.8,26,dental,Endodontist,TRUE,2.4
D49738-425,Dr. Tedi Fogarty,Atlanta,Georgia,31136,+1 404 490 1901,4.3,17,dental,Maxillofacial Surgeon,TRUE,3.1
D62750-006,Dr. Jeanette Spriddle,Hayward,California,94544,+1 415 308 9478,1.2,18,dental,Oral Surgeon,FALSE,3.5
D0703-3155,Dr. Andy Rubinshtein,Oklahoma City,Oklahoma,73157,+1 405 725 6851,2,46,dental,Orthodontist,FALSE,3.1
D65923-701,Dr. Fernando Oakey,Dayton,Ohio,45432,+1 937 151 7397,2.5,42,dental,Pediatric Dentist,FALSE,3.1
D0404-0714,Dr. Letisha Drinkall,Houston,Texas,77075,+1 713 165 0555,4.8,34,dental,Periodontist,FALSE,2.2
D68703-004,Dr. Dodie Grigorini,Laredo,Texas,78044,+1 956 682 4883,2.6,39,dental,Prosthodontist,TRUE,3
D10544-179,Dr. Emeline Ibarra,Maple Plain,Minnesota,55572,+1 763 987 7546,4.6,32,dental,Dentist,FALSE,2.7
D41163-691,Dr. Kermit Cowitz,Pittsburgh,Pennsylvania,15266,+1  989 5384,1.2,4,dental,Endodontist,TRUE,2.9
D57844-716,Dr. Anne-corinne Kohring,Fort Myers,Florida,33913,+1 239 888 2247,2,39,dental,Maxillofacial Surgeon,FALSE,3.8
D59779-602,Dr. Denise Samudio,Fort Worth,Texas,76198,+1 682 184 8022,3.5,6,dental,Oral Surgeon,FALSE,3.8
D63187-081,Dr. Clemmie Masserel,Nashville,Tennessee,37220,+1 615 900 3767,4.1,20,dental,Orthodontist,TRUE,2.4
D67457-511,Dr. Rodolfo Heaselgrave,Greensboro,North Carolina,27425,+1 336 222 5838,1.3,37,dental,Pediatric Dentist,FALSE,3
D68828-169,Dr. Noel Balcon,Greensboro,North Carolina,27425,+1 336 996 7566,4.6,41,dental,Periodontist,TRUE,1.3
D63629-3685,Dr. Anderson Camelia,Farmington,Michigan,48335,+1 248 489 2268,2.5,19,dental,Prosthodontist,TRUE,1.7
D55714-4540,Dr. Kerwinn Marrian,New York City,New York,10175,+1 646 545 5969,2.5,50,dental,Dentist,FALSE,3.1
D10096-0144,Dr. Giana Buglass,Jacksonville,Florida,32230,+1 904 517 2156,1.7,37,dental,Endodontist,FALSE,1.2
D56062-074,Dr. Justine Joy,Scranton,Pennsylvania,18514,+1 570 681 4823,3,5,dental,Maxillofacial Surgeon,FALSE,2.7
D10202-337,Dr. Angeline Dorot,Philadelphia,Pennsylvania,19191,+1 215 521 3799,1.1,49,dental,Oral Surgeon,FALSE,3.4
D49349-341,Dr. Jaymie Dwane,Irvine,California,92619,+1 949 296 3755,3.4,37,dental,Endodontist,FALSE,3
D68647-172,Dr. Skipton Cumberledge,Denver,Colorado,80299,+1 720 672 6374,2.8,14,dental,Endodontist,TRUE,3.8
D13925-166,Dr. Candida Solomon,Davenport,Iowa,52809,+1 563 401 4216,4.9,35,dental,Maxillofacial Surgeon,FALSE,2.3
D36987-2485,Dr. Gustaf Guittet,Fresno,California,93786,+1 559 731 3272,3.2,45,dental,Oral Surgeon,TRUE,3.4
D30142-912,Dr. Aubrey Snowman,Bridgeport,Connecticut,6606,+1 203 805 0412,4.7,28,dental,Orthodontist,FALSE,2.6
D49999-192,Dr. Tildie Fullager,Mountain View,California,94042,+1 650 279 7193,1.5,5,dental,Pediatric Dentist,TRUE,3.7
D75904-3343,Dr. Lazarus Thiolier,Brockton,Massachusetts,2305,+1 508 825 2144,2.2,36,dental,Periodontist,FALSE,3.7
D54868-5708,Dr. Christabella Dovinson,Boise,Idaho,83722,+1 208 179 7262,4.9,49,dental,Prosthodontist,FALSE,3
D50845-0044,Dr. Marinna Eamer,Hartford,Connecticut,6145,+1 860 910 6093,5,6,dental,Dentist,TRUE,2.5
D63739-213,Dr. Iorgo Benedek,Baton Rouge,Louisiana,70815,+1 225 598 9972,2.4,2,dental,Endodontist,FALSE,3
D15127-938,Dr. Desiree Shipsey,Knoxville,Tennessee,37919,+1 865 272 1008,1.7,44,dental,Maxillofacial Surgeon,FALSE,1.7
D67938-1111,Dr. Vinnie Welfair,Arlington,Virginia,22225,+1 571 442 5653,1.2,46,dental,Oral Surgeon,FALSE,3.7
D76151-261,Dr. Alasdair Stonard,Atlanta,Georgia,31190,+1 404 689 8447,3,2,dental,Orthodontist,TRUE,1.1
D49817-0055,Dr. Grange Goaks,Spokane,Washington,99215,+1 509 594 7182,3.4,42,dental,Pediatric Dentist,TRUE,2.2
D13734-139,Dr. Thatch Nance,Houston,Texas,77271,+1 713 410 4566,4,28,dental,Periodontist,FALSE,2.7
D17478-250,Dr. Sonya Kitley,Orlando,Florida,32891,+1 407 416 3968,1.9,23,dental,Prosthodontist,FALSE,2.6
D53270-3120,Dr. Vanda Henrych,Canton,Ohio,44705,+1 330 639 6463,4.7,1,dental,Dentist,FALSE,3.2
D60512-9055,Dr. Netti Reisin,Hialeah,Florida,33018,+1 786 367 1996,3.2,23,dental,Endodontist,TRUE,3.9
D50390-701,Dr. Jennee Plom,Hyattsville,Maryland,20784,+1 301 857 1533,2.9,38,dental,Maxillofacial Surgeon,FALSE,1.2
D33992-1129,Dr. Dolf Cadden,Cumming,Georgia,30130,+1 706 952 6044,1.8,19,dental,Oral Surgeon,TRUE,4
D13107-063,Dr. Sal Lamboll,Bronx,New York,10464,+1 917 154 0581,3.3,24,dental,Endodontist,TRUE,3.5
D13537-156,Dr. Peder Wand,Northridge,California,91328,+1 818 478 1777,2.1,3,dental,Maxillofacial Surgeon,FALSE,2.9
D0363-0224,Dr. Theo Stollwerck,Los Angeles,California,90094,+1 323 909 4413,2.4,47,dental,Oral Surgeon,FALSE,2.1
D43772-0010,Dr. Konrad Yarrington,Bronx,New York,10474,+1 718 654 6005,4.7,35,dental,Orthodontist,FALSE,2.8
D43063-232,Dr. Miriam Fermer,Roanoke,Virginia,24024,+1 540 250 9658,2.7,36,dental,Pediatric Dentist,TRUE,1.7
D36987-2779,Dr. Hubie Stinchcombe,Brockton,Massachusetts,2405,+1 508 411 4763,1.1,15,dental,Periodontist,FALSE,1.5
D55910-467,Dr. Marina Fadian,Portland,Oregon,97271,+1 971 862 0989,2.2,17,dental,Prosthodontist,TRUE,2.3
D54632-004,Dr. Ozzy Surmon,Marietta,Georgia,30066,+1 678 998 5344,4.4,48,dental,Dentist,TRUE,2.1
D44087-9005,Dr. Hamid Extil,New Haven,Connecticut,6533,+1 203 573 7987,2.4,23,dental,Endodontist,FALSE,2.5
D59910-0001,Dr. Stace Gallifont,San Antonio,Texas,78235,+1 210 579 6146,4,44,dental,Maxillofacial Surgeon,TRUE,2.8
D0591-0862,Dr. Chariot Dayly,Las Vegas,Nevada,89120,+1 702 152 1114,4.4,10,dental,Oral Surgeon,TRUE,1.1
D45737-250,Dr. Anatollo Arnao,South Lake Tahoe,California,96154,+1 530 856 9784,1.3,27,dental,Orthodontist,TRUE,1.7
D50458-531,Dr. Alla Routley,Augusta,Georgia,30919,+1 706 658 7737,1.2,22,dental,Pediatric Dentist,FALSE,3
D36987-2464,Dr. Barnebas Gallyhaock,Montgomery,Alabama,36177,+1 334 794 3229,2.8,27,dental,Periodontist,FALSE,3.3
D18657-901,Dr. Luz Poate,Burbank,California,91520,+1 626 390 5770,2.8,38,dental,Prosthodontist,TRUE,1.5
D0186-1990,Dr. Genni Trenbay,Little Rock,Arkansas,72204,+1 501 278 4428,2.4,48,dental,Dentist,FALSE,2.2
D0069-3110,Dr. Carly Cominello,Hampton,Virginia,23663,+1 804 646 7407,4.4,33,dental,Endodontist,TRUE,2.7
D16590-279,Dr. Wright Beisley,Houston,Texas,77255,+1 713 798 4131,2.3,49,medical,Allergist,TRUE,3.9
D60505-2985,Dr. Markus Sulter,Rochester,New York,14609,+1 585 842 5141,2.7,43,medical,Immunologist,TRUE,1.2
D53389-563,Dr. Harald McGonigle,Young America,Minnesota,55564,+1 952 414 5087,1.6,1,medical,Maxillofacial Surgeon,TRUE,2.1
D12634-838,Dr. Angel Penas,Norcross,Georgia,30092,+1 770 994 0040,2.1,32,medical,Oral Surgeon,TRUE,1
D50484-304,Dr. Milicent Prester,Los Angeles,California,90087,+1 213 605 2154,4.9,9,medical,Orthodontist,FALSE,2.5
D76282-272,Dr. Desiri Denzey,Des Moines,Iowa,50305,+1 515 628 3744,1,45,medical,Pediatric Dentist,TRUE,1.6
D68516-5215,Dr. Josias Cahalin,Everett,Washington,98206,+1 425 396 1985,2.5,8,medical,Periodontist,TRUE,2.7
D57687-238,Dr. Aldwin Lemary,Houston,Texas,77060,+1 281 563 0801,1.4,33,medical,Orthodontist,TRUE,3.2
D0904-5676,Dr. Verge Trewinnard,Inglewood,California,90310,+1 310 121 4900,4.1,49,medical,Pediatric Dentist,TRUE,2.9
D54569-1718,Dr. Cindelyn Weald,Lancaster,California,93584,+1 661 681 5850,3.4,32,medical,Prosthodontist,TRUE,1.8
D37012-882,Dr. Riva Cholmondeley,Dayton,Ohio,45403,+1 937 673 1326,2.8,41,medical,Dentist,TRUE,2.1
D36987-3077,Dr. Codi Ducket,Denver,Colorado,80291,+1 303 329 8468,2.9,25,medical,Occupational,TRUE,2.5
D64980-130,Dr. Koralle Greenhall,Houston,Texas,77035,+1 281 400 2676,3,26,medical,Medicine,FALSE,3.6
D43742-0014,Dr. Maryjane O'Donnelly,Las Vegas,Nevada,89193,+1 702 101 4002,5,45,medical,Maxillofacial Surgeon,TRUE,2.7
D33342-089,Dr. Florian Dalziel,Irvine,California,92710,+1 714 246 1336,2,33,medical,Orthodontist,FALSE,2.1
D66993-877,Dr. Cristi Scarffe,Minneapolis,Minnesota,55446,+1 763 474 4747,1.4,34,medical,Oral Surgeon,FALSE,1.9
D68084-477,Dr. Jodi Trenoweth,Albany,New York,12227,+1 518 340 7734,2.4,30,medical,Orthodontist,TRUE,1.8
D63255-011,Dr. Chryste McCrohon,Pittsburgh,Pennsylvania,15240,+1 412 840 1060,3.2,43,medical,Maxillofacial Surgeon,FALSE,2.9
D0113-0041,Dr. Ashlie Gowry,Oklahoma City,Oklahoma,73190,+1 405 336 3211,4.7,19,medical,Oral Surgeon,TRUE,1.5
D75936-121,Dr. Boigie Wilmington,Roanoke,Virginia,24020,+1 540 784 4681,1.5,41,medical,Maxillofacial Surgeon,TRUE,2.7
D50419-116,Dr. Morgana Murrock,Madison,Wisconsin,53779,+1 608 711 0788,3.4,16,medical,Oral Surgeon,FALSE,3
D64616-042,Dr. Silvie Davidovicz,Houston,Texas,77090,+1 713 467 9218,3,18,medical,Pediatric Dentist,FALSE,2.7
D61245-145,Dr. Sutherlan Gebbe,Dayton,Ohio,45454,+1 937 191 0755,4.1,34,medical,Periodontist,TRUE,3.5
D0703-4636,Dr. Gay Liepmann,Hicksville,New York,11854,+1 516 908 9351,4.9,6,medical,Prosthodontist,TRUE,3.2
D54868-2481,Dr. Salomone Boden,El Paso,Texas,88574,+1 915 235 2318,1.4,8,medical,Oral Surgeon,FALSE,3.1
D49349-593,Dr. Waldon Musker,Orlando,Florida,32803,+1 321 471 4251,4.8,23,medical,Orthodontist,FALSE,2.4
D55154-4740,Dr. Feliks McIllrick,Oklahoma City,Oklahoma,73109,+1 405 709 3689,2,1,medical,Periodontist,FALSE,1.6
D55154-5621,Dr. Kaja Kline,Madison,Wisconsin,53790,+1 608 551 8790,3.1,42,medical,Dentist,TRUE,3.9
D0904-6083,Dr. Annabell Priddy,Wilmington,North Carolina,28405,+1 910 196 2824,3.2,35,medical,Maxillofacial Surgeon,TRUE,4
D64117-267,Dr. Betteanne Timmens,Bronx,New York,10464,+1 718 703 1690,1.7,26,medical,Orthodontist,FALSE,2.1
D52584-517,Dr. Georgette Keinrat,Cleveland,Ohio,44118,+1 216 942 1544,2.2,50,medical,Prosthodontist,FALSE,1.6
D14783-311,Dr. Genevra Bennen,Fresno,California,93786,+1 559 238 0613,1.9,48,medical,Cardiologist,FALSE,2.8
D40046-0033,Dr. Fara Jancy,Oklahoma City,Oklahoma,73124,+1 405 560 6342,3.8,2,medical,Dermatologist,TRUE,3.3
D42627-263,Dr. Loralee Boor,Milwaukee,Wisconsin,53215,+1 414 394 0309,4.7,14,medical,Gastroenterologist,FALSE,3.6
D15127-933,Dr. Ethelyn Gertz,Stockton,California,95210,+1 209 388 7361,4.7,47,medical,Hematologist,TRUE,2.1
D0378-0722,Dr. Vite Redwood,Austin,Texas,78778,+1 512 386 5770,2.8,12,medical,Oncologist,FALSE,1.6
D35356-659,Dr. Norri Guinnane,Corpus Christi,Texas,78405,+1 361 338 8711,3.6,46,medical,Maxillofacial Surgeon,FALSE,2.2
D62890-001,Dr. Cati Jewkes,Shreveport,Louisiana,71105,+1 318 461 0243,3.3,32,medical,Periodontist,FALSE,2.3
D0053-7634,Dr. Georgeanne Refford,Albany,New York,12247,+1 518 695 4728,1.6,29,medical,Prosthodontist,FALSE,1.7
D43063-275,Dr. Brunhilde Grafom,Tampa,Florida,33673,+1 813 241 9582,2.9,14,medical,Maxillofacial Surgeon,FALSE,3.6
D47593-454,Dr. Culley Coper,Mesa,Arizona,85205,+1 480 952 0323,3.8,6,medical,Oral Surgeon,FALSE,3.7
D68788-9392,Dr. Ileana Harkins,Daytona Beach,Florida,32123,+1 386 311 3034,3.2,23,medical,Orthodontist,TRUE,1.6
D0641-6000,Dr. Cherish Treble,Winston Salem,North Carolina,27157,+1 336 180 0352,1.3,32,medical,Pediatric Dentist,FALSE,1.5
D55714-2226,Dr. Alidia Trevaskus,Pasadena,California,91103,+1 323 127 4632,4.3,24,medical,Periodontist,TRUE,2.5
D41163-404,Dr. Maurine Morican,Allentown,Pennsylvania,18105,+1 610 244 4845,2.9,36,medical,Prosthodontist,FALSE,3.1
D37205-187,Dr. Marrilee Renol,Orlando,Florida,32830,+1 407 397 3472,2.6,26,medical,Dentist,TRUE,2.7
D68428-058,Dr. Wendy Maultby,Austin,Texas,78710,+1 512 960 6503,2.7,22,medical,Dermatologist,TRUE,1.3
D54868-0261,Dr. Federico Sporgeon,Cedar Rapids,Iowa,52410,+1 319 778 4070,4.3,3,medical,Gastroenterologist,TRUE,1.1
D0187-3100,Dr. Florance Prandini,Memphis,Tennessee,38114,+1 901 718 9751,4.9,6,medical,Oral Surgeon,TRUE,2.4
D54748-102,Dr. Putnem Derwin,Knoxville,Tennessee,37995,+1 865 687 1107,1.2,7,medical,Prosthodontist,TRUE,4
D16729-154,Dr. Mair Budding,Amarillo,Texas,79176,+1 806 299 2899,2.6,47,medical,Dentist,TRUE,3.8
D0173-0177,Dr. Eveleen Lackmann,Birmingham,Alabama,35295,+1 205 744 8848,4.6,33,medical,Ophthalmologist,FALSE,2.5
D0363-0578,Dr. Elwood O'Hear,Jacksonville,Florida,32215,+1 904 829 6687,3.4,40,medical,Maxillofacial,FALSE,3.9
D63304-621,Dr. Randolph Rubbert,Knoxville,Tennessee,37995,+1 865 154 7040,2.4,31,medical,Urologist,TRUE,3.4
D49288-0931,Dr. Douglas Gowing,Tyler,Texas,75710,+1 903 528 3175,1.7,5,medical,Allergist,FALSE,3.7
D0463-2013,Dr. Rachel Stacey,Madison,Wisconsin,53716,+1 608 728 4342,1.5,31,medical,Immunologist,FALSE,3.5
D53598-004,Dr. Modesta Cattermole,Hampton,Virginia,23663,+1 757 135 9205,3.6,19,medical,Neurosurgeon,FALSE,3.8
D52125-320,Dr. Sholom Splain,Bronx,New York,10469,+1 917 115 6364,3.9,13,medical,Nurse,FALSE,3.6
D59762-0033,Dr. Arlene Suter,Irving,Texas,75062,+1 972 326 8688,1.8,45,medical,Occupational,TRUE,3.9
D50988-294,Dr. Wolfy Windibank,Salt Lake City,Utah,84115,+1 801 371 4846,1,39,medical,Medicine,TRUE,1.3
D41520-871,Dr. Sammie Musterd,San Diego,California,92137,+1 619 702 7871,1.3,40,medical,Pathologist,FALSE,2.2
D36987-3328,Dr. Kittie Coultous,Fort Lauderdale,Florida,33315,+1 954 667 7752,3.1,32,medical,Urologist,FALSE,3
D61245-116,Dr. Avrit Phettiplace,Fresno,California,93740,+1 559 485 6557,1.5,28,medical,Allergist,TRUE,1.6
D16590-313,Dr. Wilhelmine Dollard,Tampa,Florida,33625,+1 727 735 7712,4.7,5,medical,Cardiologist,FALSE,1.8
D63629-1535,Dr. Jemie Bruins,College Station,Texas,77844,+1 979 609 6764,3.4,12,medical,Dermatologist,FALSE,4
D0904-5995,Dr. Abbey Lasty,Springfield,Massachusetts,1105,+1 413 731 8435,4.6,30,medical,Gastroenterologist,FALSE,3.5
D37808-161,Dr. Coraline Yard,Little Rock,Arkansas,72209,+1 501 957 3524,3.5,16,medical,Nurse,FALSE,3.3
D46994-335,Dr. Ferrell Feirn,New Orleans,Louisiana,70129,+1 504 121 7757,4.7,23,medical,Occupational,TRUE,2.1
D49757-001,Dr. Edvard Skoate,Memphis,Tennessee,38168,+1 901 413 8083,4.6,27,medical,Medicine,TRUE,3.2
D58118-5688,Dr. Brunhilde Wermerling,Pittsburgh,Pennsylvania,15274,+1 412 311 7954,2.7,30,medical,Surgeon,FALSE,1.7
D0363-0473,Dr. Pincas Titchmarsh,Inglewood,California,90310,+1 310 696 3112,1.4,45,medical,Medicine,TRUE,2.6
D25021-780,Dr. Chen Fevier,Lincoln,Nebraska,68505,+1 402 992 9882,1.6,17,medical,Urologist,FALSE,1.4
D0832-2012,Dr. Mordecai Halburton,New Haven,Connecticut,6533,+1 203 540 1629,2.6,6,medical,Allergist,TRUE,1.4
D23710-225,Dr. Tamara Phillpotts,Allentown,Pennsylvania,18105,+1 610 693 7097,2.7,33,medical,Immunologist,FALSE,2.3
D49349-314,Dr. Andras Milch,San Jose,California,95150,+1 408 268 2608,2.6,13,medical,Dermatologist,FALSE,3.8
D0093-7201,Dr. Briano Newbegin,Austin,Texas,78789,+1 512 136 2980,3.5,13,medical,Gastroenterologist,TRUE,1.9
D68788-9895,Dr. Had Whotton,Springfield,Illinois,62794,+1 217 488 3982,1.1,5,medical,Neurosurgeon,TRUE,2.1
D53603-1002,Dr. Charmain Emanson,Springfield,Illinois,62756,+1 217 848 8392,4.7,15,medical,Obstetrician,TRUE,3.2
D64117-220,Dr. Hubert Derrett,New Orleans,Louisiana,70179,+1 504 993 2720,2.4,9,medical,Nurse,TRUE,2.4
D61727-303,Dr. Davida Cherrison,Anaheim,California,92805,+1 714 411 6103,4.8,36,medical,Midwifery,TRUE,1.1
D21695-155,Dr. Quincey Fratson,Oxnard,California,93034,+1 805 764 7523,3.3,15,medical,Occupational,TRUE,2.4
D60681-2703,Dr. Osmond Nanson,Houston,Texas,77228,+1 713 905 4410,1.3,15,medical,Medicine,TRUE,1.2
D50804-360,Dr. Wrennie Surpliss,San Jose,California,95138,+1 408 182 3872,2,36,medical,Maxillofacial,TRUE,1.9
D76437-609,Dr. Burtie Lanchester,Las Vegas,Nevada,89178,+1 702 786 7670,2.2,24,medical,Pulmonary,TRUE,3
D0228-3502,Dr. Hester Maasz,Newport Beach,California,92662,+1 949 592 5434,3.1,38,medical,Urologist,TRUE,3.7
D36987-1118,Dr. Bale Clamp,Odessa,Texas,79764,+1 432 779 3379,1.3,32,medical,Allergist,TRUE,3.5
D0268-1406,Dr. Fannie Ardling,Tulsa,Oklahoma,74108,+1 918 876 8102,3.7,49,medical,Cardiologist,FALSE,3
D41250-422,Dr. Nerta Bertie,Salt Lake City,Utah,84105,+1 435 699 9860,1.5,19,medical,Hematologist,TRUE,1.7
D49580-0014,Dr. Hermia Matoshin,Brooklyn,New York,11225,+1 718 453 8738,3.4,15,medical,Neurosurgeon,TRUE,2.1
D10202-647,Dr. Bogart Figger,Orange,California,92668,+1 760 829 4066,4.5,33,medical,Obstetrician,TRUE,1.6
D0904-6129,Dr. Garfield Thickins,Springfield,Illinois,62794,+1 217 630 3758,1.1,48,medical,Medicine,FALSE,1.1
D64117-546,Dr. Frances Vasechkin,Albany,New York,12262,+1 518 161 4544,3.6,19,medical,Ophthalmologist,FALSE,3.9
D68026-650,Dr. Doralin Martinetto,Clearwater,Florida,33763,+1 727 108 0878,4.4,37,medical,Surgeon,TRUE,4
D42254-205,Dr. Web Bradburne,Portland,Oregon,97232,+1 503 881 6087,4,43,medical,Pulmonary,FALSE,1.5
D59021-010,Dr. Mandel Duiguid,Cincinnati,Ohio,45213,+1 513 148 0168,1.4,14,medical,Urologist,FALSE,2
D49035-543,Dr. Vanny Seamark,Peoria,Illinois,61656,+1 309 727 7506,1.7,41,medical,Allergist,TRUE,3.3
